Source,Target
Write a python program to Implement Gnome sort and print the sorted list for the below list,"""\ndef gnome_sort(alist) : \n\tfor pos in range(1, len(alist)) : \n\t\twhile (pos != 0 and alist[pos] < alist[pos - 1]) : \n\t\t\talist[pos], alist[pos - 1] = alist[pos - 1], alist[pos]\n\t\t\tpos = pos - 1\nalist = [2, 3, 5, 6, 4, 5]\ngnome_sort(alist)\nprint('Sorted list :  ', end='')\nprint(alist)"""
Write a python program to Implement Cocktail Shaker sort and print the sorted list for the below list,"""\ndef cocktail_shaker_sort(alist) : \n\tdef swap(i, j) : \n\t\talist[i], alist[j] = alist[j], alist[i]\n\tupper = len(alist) - 1\n\tlower = 0\n\tno_swap = False\n\twhile (not no_swap and upper - lower > 1) : \n\t\tno_swap = True\n\t\tfor j in range(lower, upper) : \n\t\t\tif alist[j + 1] < alist[j] : \n\t\t\t\tswap(j + 1, j)\n\t\t\t\tno_swap = False\n\t\tupper = upper - 1\n\t\tfor j in range(upper, lower, -1) : \n\t\t\tif alist[j - 1] > alist[j] : \n\t\t\t\tswap(j - 1, j)\n\t\t\t\tno_swap = False\n\t\tlower = lower + 1\nalist = [2, 3, 5, 6, 4, 5]\ncocktail_shaker_sort(alist)\nprint('Sorted list :  ', end='')\nprint(alist)"""
Write a python program to Implement Comb sort and print the sorted list for the below list,"""\ndef comb_sort(alist) : \n\tdef swap(i, j) : \n\t\talist[i], alist[j] = alist[j], alist[i]\n\tgap = len(alist)\n\tshrink = 1.3\n\tno_swap = False\n\twhile not no_swap : \n\t\tgap = int(gap/shrink)\n\t\tif gap < 1 : \n\t\t\tgap = 1\n\t\t\tno_swap = True\n\t\telse : \n\t\t\tno_swap = False\n\t\ti = 0\n\t\twhile i + gap < len(alist) : \n\t\t\tif alist[i] > alist[i + gap] : \n\t\t\t\tswap(i, i + gap)\n\t\t\t\tno_swap = False\n\t\t\ti = i + 1\nalist = [2, 3, 5, 6, 4, 5]\ncomb_sort(alist)\nprint('Sorted list :  ', end='')\nprint(alist)"""
Write a python program to Implement Shell sort and print the sorted list for the below list,"""\ndef gaps(size) : \n\tlength = size.bit_length()\n\tfor k in range(length - 1, 0, -1) : \n\t\tyield 2**k - 1\ndef shell_sort(alist) : \n\tdef insertion_sort_with_gap(gap) : \n\t\tfor i in range(gap, len(alist)) : \n\t\t\ttemp = alist[i]\n\t\t\tj = i - gap\n\t\t\twhile (j >= 0 and temp < alist[j]) : \n\t\t\t\talist[j + gap] = alist[j]\n\t\t\t\tj = j - gap\n\t\t\talist[j + gap] = temp\n\tfor g in gaps(len(alist)) : \n\t\tinsertion_sort_with_gap(g)\nalist = [2, 3, 5, 6, 4, 5]\nshell_sort(alist)\nprint('Sorted list :  ', end='')\nprint(alist)"""
Write a python Class to calculate area of a rectangle and print the area,"'\nclass rectangle() : \n\tdef __init__(self,breadth,length) : \n\t\tself.breadth=breadth\n\t\tself.length=length\n\tdef area(self) : \n\t\treturn self.breadth*self.length\na=6\nb=4\nobj=rectangle(a,b)\nprint(""Area of rectangle : "",obj.area())'"
Write a python Class to calculate area of a circle and print the vale for a radius,"'\nclass CircleArea() : \n\tdef __init__(self,radius) : \n\t\tself.radius=radius\n\tdef area(self) : \n\t\treturn 3.14 * self.radius * self.radius\na=6\nobj=CircleArea(a)\nprint(""Area of rectangle : "",obj.area())'"
Write a python Class to calculate Perimeter of a circle and print the vale for a radius,"'\nclass CirclePerimeter() : \n\tdef __init__(self,radius) : \n\t\tself.radius=radius\n\tdef perimeter(self) : \n\t\treturn 2 * 3.14 * self.radius\na=6\nobj=CirclePerimeter(a)\nprint(""Perimeter of rectangle : "",obj.perimeter())'"
Write a python Class to print All Possible Subsets from a Set of Distinct Integers,"'\nclass sub :   \n\tdef f1(self, s1) :   \n\t\treturn self.f2([], sorted(s1))  \n\tdef f2(self, curr, s1) :   \n\t\tif s1 :   \n\t\t\treturn self.f2(curr, s1[1 : ]) + self.f2(curr + [s1[0]], s1[1 : ])  \n\t\treturn [curr]  \na=[2, 3, 5, 6, 4, 5]\nprint(""Subsets :  "")\nprint(sub().f1(a))'"
Write a python program to Read and print the Contents of a File,"'\na=str(input(""Enter file name .txt extension : ""))\nfile2=open(a,\'r\')\nline=file2.readline()\nwhile(line!="""") : \n\tprint(line)\n\tline=file2.readline()\nfile2.close()'"
Write a python program to Count and print the Number of Words in a Text File,"'\nfname = input(""Enter file name :  "")\nnum_words = 0\nwith open(fname, \'r\') as f : \n\tfor line in f : \n\t\twords = line.split()\n\t\tnum_words += len(words)\nprint(""Number of words : "")\nprint(num_words)'"
Write a python program to Count the Number of Lines in a Text File,"'\nfname = input(""Enter file name :  "")\nnum_lines = 0\nwith open(fname, \'r\') as f : \n\tfor line in f : \n\t\tnum_lines += 1\nprint(""Number of lines : "")\nprint(num_lines)'"
Write a python program to Count the Occurrences of a Word in a Text File,"'\nfname = input(""Enter file name :  "")\nword=\'the\'\nk = 0\nwith open(fname, \'r\') as f : \n\tfor line in f : \n\t\twords = line.split()\n\t\tfor i in words : \n\t\t\tif(i==word) : \n\t\t\t\tk=k+1\nprint(f""Frequency of Occurrences of the word {a} is : "")\nprint(k)'"
Write a python function to Copy the Contents of One File into Another,"'\ndef copy(from_file, to_file) : \n\twith open(from_file) as f : \n\t\twith open(to_file, ""w"") as f1 : \n\t\t\tfor line in f : \n\t\t\t\tf1.write(line)'"
Write a python function that Counts the Number of Times a Certain Letter Appears in the Text File,"""\ndef count_letter(fname, l) : \n\tk = 0\n\twith open(fname, 'r') as f : \n\t\tfor line in f : \n\t\t\twords = line.split()\n\t\t\tfor i in words : \n\t\t\t\tfor letter in i : \n\t\t\t\t\tif(letter==l) : \n\t\t\t\t\t\tk=k+1\n\treturn k"""
Write a python function that Print all the Numbers Present in the Text File,"""\ndef print_number(fname) : \n\twith open(fname, 'r') as f : \n\t\tfor line in f : \n\t\t\twords = line.split()\n\t\t\tfor i in words : \n\t\t\t\tfor letter in i : \n\t\t\t\t\tif(letter.isdigit()) : \n\t\t\t\t\t\tprint(letter)"""
Write a python function that Counts the Number of Blank Spaces in a Text File,"""\ndef count_blank_space(fname) : \n\tk = 0\n\twith open(fname, 'r') as f : \n\t\tfor line in f : \n\t\t\twords = line.split()\n\t\t\tfor i in words : \n\t\t\t\tfor letter in i : \n\t\t\t\t\tif(letter.isspace) : \n\t\t\t\t\t\tk=k+1\n\treturn k"""
Write a python function that Capitalize the First Letter of Every Word in the File,"""\ndef capitalize(fname) : \n\twith open(fname, 'r') as f : \n\t\tfor line in f : \n\t\t\tl=line.title()\n\t\t\tprint(l)"""
Write a python function that prints the Contents of a File in Reverse Order,'\ndef reverse_content(filename) : \n\tfor line in reversed(list(open(filename))) : \n\t\tprint(line.rstrip())'
Write a python Program to Flatten and print a List,"'\na=[[1,[[2]],[[[3]]]],[[4],5]]\nflatten=lambda l :  sum(map(flatten,l),[]) if isinstance(l,list) else [l]\nprint(flatten(a))'"
Write a Python Program to print the LCM of Two Numbers,"'\ndef lcm(a,b) : \n\tlcm.multiple=lcm.multiple+b\n\tif((lcm.multiple % a == 0) and (lcm.multiple % b == 0)) : \n\t\treturn lcm.multiple\n\telse : \n\t\tlcm(a, b)\n\treturn lcm.multiple\nlcm.multiple=0\na=4\nb=7\nif(a>b) : \n\tLCM=lcm(b,a)\nelse : \n\tLCM=lcm(a,b)\nprint(LCM)'"
Write a Python function to print the GSD of Two Numbers,"'\ndef gcd(a,b) : \n\tif(b==0) : \n\t\treturn a\n\telse : \n\t\treturn gcd(b,a%b)'"
Write a Python function to Find if a Number is Prime or Not Prime,"'\ndef check(n, div = None) : \n\tif div is None : \n\t\tdiv = n - 1\n\twhile div >= 2 : \n\t\tif n % div == 0 : \n\t\t\tprint(""Number not prime"")\n\t\t\treturn False\n\t\telse : \n\t\t\treturn check(n, div-1)\n\telse : \n\t\tprint(""Number is prime"")\n\t\treturn \'True\''"
Write a Python function to Find the Power of a Number Using Recursion,"'\ndef power(base,exp) : \n\tif(exp==1) : \n\t\treturn(base)\n\tif(exp!=1) : \n\t\treturn(base*power(base,exp-1))'"
Write a Python function to Find the Total Sum of a Nested List Using Recursion,'\ndef sum1(lst) : \n\ttotal = 0\n\tfor element in lst : \n\t\tif (type(element) == type([])) : \n\t\t\ttotal = total + sum1(element)\n\t\telse : \n\t\t\ttotal = total + element\n\treturn total'
Write a Python function to Count and print the Number of Vowels Present in a String using Sets,"'\ndef count_vowels(s) : \n\tcount = 0\n\tvowels = set(""aeiou"")\n\tfor letter in s : \n\t\tif letter in vowels : \n\t\t\tcount += 1\n\treturn count'"
Write a Python Program to prints Common Letters in Two Input Strings,"'\ns1=\'python\'\ns2=\'schoolofai\'\na=list(set(s1)&set(s2))\nprint(""The common letters are : "")\nfor i in a : \n\tprint(i)'"
Write a Python Program that Prints which Letters are in the First String but not in the Second,"'\ns1=\'python\'\ns2=\'schoolofai\'\na=list(set(s1)-set(s2))\nprint(""The letters are : "")\nfor i in a : \n\tprint(i)'"
Write a Python Program to Concatenate Two Dictionaries Into One,"'\ndef concat_dic(d1, d2) : \n\treturn d1.update(d2)'"
Write a Python Program to Multiply All the Items in a Dictionary,'\ndef mul_dict(d) : \n\ttot=1\n\tfor i in d : \t\n\t\ttot=tot*d[i]\n\treturn tot'
Write a Python Program to Remove the Given Key from a Dictionary,"'\ndef remove_item_dict(d, key) : \n\tif key in d :  \n\t\tdel d[key]\n\telse : \n\t\tprint(""Key not found!"")\n\t\texit(0)'"
Write a Python Program to Map Two Lists into a Dictionary,"'\ndef map_dict(keys, values) : \n\treturn dict(zip(keys,values))'"
Write a Python Program to Remove the nth Index Character from a Non-Empty String,"'\ndef remove(string, n) :   \n\t\t first = string[ : n]   \n\t\t last = string[n+1 : ]  \n\t\t return first + last'"
Write a Python Program to Detect if Two Strings are Anagrams,"'\ndef anagram_check(s1, s2) : \n\tif(sorted(s1)==sorted(s2)) : \n\t\treturn True\n\telse : \n\t\treturn False'"
Write a Python Program to Form a New String where the First Character and the Last Character have been Exchanged,'\ndef change(string) : \n\t\t return string[-1 : ] + string[1 : -1] + string[ : 1]'
Write a Python Program to Remove the Characters of Odd Index Values in a String,"'\ndef modify(string) :   \n\tfinal = """"   \n\tfor i in range(len(string)) :   \n\t\tif i % 2 == 0 :   \n\t\t\tfinal = final + string[i]  \n\treturn final'"
Write a Python Program to Take in Two Strings and Print the Larger String,"'\nstring1=\'python\'\nstring2=\'theschoolofai\'\ncount1=0\ncount2=0\nfor i in string1 : \n\t\t count1=count1+1\nfor j in string2 : \n\t\t count2=count2+1\nif(count1<count2) : \n\t\t print(""Larger string is : "")\n\t\t print(string2)\nelif(count1==count2) : \n\t\t print(""Both strings are equal."")\nelse : \n\t\t print(""Larger string is : "")\n\t\t print(string1)'"
Write a Python Program to Count and print Number of Lowercase Characters in a String,"'\nstring=\'This is an Assignment\'\ncount=0\nfor i in string : \n\t\t if(i.islower()) : \n\t\t\tcount=count+1\nprint(""The number of lowercase characters is : "")\nprint(count)'"
Write a Python Program to Put Even and Odd elements in a List into Two Different Lists,"'\na=[2, 3, 8, 9, 2, 4, 6]\neven=[]\nodd=[]\nfor j in a : \n\tif(j%2==0) : \n\t\teven.append(j)\n\telse : \n\t\todd.append(j)\nprint(""The even list"",even)\nprint(""The odd list"",odd)'"
Write a Python Program to Sort the List According to the Second Element in Sublist,"""\na=[['A',34],['B',21],['C',26]]\nfor i in range(0,len(a)) : \n\tfor j in range(0,len(a)-i-1) : \n\t\tif(a[j][1]>a[j+1][1]) : \n\t\t\ttemp=a[j]\n\t\t\ta[j]=a[j+1]\n\t\t\ta[j+1]=temp"""
Write a Python Program to Find the Second Largest Number in a List Using Bubble Sort,"'\na=[2, 3, 8, 9, 2, 4, 6]\nfor i in range(0,len(a)) : \n\tfor j in range(0,len(a)-i-1) : \n\t\tif(a[j]>a[j+1]) : \n\t\t\ttemp=a[j]\n\t\t\ta[j]=a[j+1]\n\t\t\ta[j+1]=temp '"
Write a Python Program to Find the Intersection of Two Lists,"'\ndef main(alist, blist) : \n\tdef intersection(a, b) : \n\t\treturn list(set(a) & set(b))\n\treturn intersection(alist, blist)'"
Write a Python Program to Create a List of Tuples with the First Element as the Number and Second Element as the Square of the Number using list comprehension,"'\nl_range=2\nu_range=5\na=[(x,x**2) for x in range(l_range,u_range+1)]'"
Write a Python Program to print all Numbers in a Range which are Perfect Squares and Sum of all Digits in the Number is Less than 10,"'\nl=6\nu=9\na=[x for x in range(l,u+1) if (int(x**0.5))**2==x and sum(list(map(int,str(x))))<10]\nprint(a)'"
Write a Python Program to Swap the First and Last Value of a List,"'\na=[2, 3, 8, 9, 2, 4, 6]\nn = len(a)\ntemp=a[0]\na[0]=a[n-1]\na[n-1]=temp\nprint(""New list is : "")\nprint(a)'"
Write a Python Program to Remove and print the Duplicate Items from a List,"'\na=[2, 3, 8, 9, 2, 4, 6]\nb = set()\nunique = []\nfor x in a : \n\tif x not in b : \n\t\tunique.append(x)\n\t\tb.add(x)\nprint(""Non-duplicate items : "")\nprint(unique)'"
Write a Python Program to Read a List of Words and Return the Length of the Longest One,"'\na=[\'the\', \'tsai\', \'python\']\nmax1=len(a[0])\ntemp=a[0]\nfor i in a : \n\tif(len(i)>max1) : \n\t\tmax1=len(i)\n\t\ttemp=i\nprint(""The word with the longest length is : "")\nprint(temp)'"
Write a Python Program to Remove the ith Occurrence of the Given Word in a List where Words can Repeat,"'\na=[\'the\', \'tsai\', \'python\' ,\'a\' ,\'the\', \'a\']\nc=[]\ncount=0\nb=\'a\'\nn=3\nfor i in a : \n\tif(i==b) : \n\t\tcount=count+1\n\t\tif(count!=n) : \n\t\t\tc.append(i)\n\telse : \n\t\tc.append(i)\nif(count==0) : \n\tprint(""Item not found "")\nelse :  \n\tprint(""The number of repetitions is :  "",count)\n\tprint(""Updated list is :  "",c)\n\tprint(""The distinct elements are :  "",set(a))'"
Write a Python function to Find Element Occurring Odd Number of Times in a List,"'\ndef find_odd_occurring(alist) : \n\t""""""Return the element that occurs odd number of times in alist.\n\talist is a list in which all elements except one element occurs an even\n\tnumber of times.\n\t""""""\n\tans = 0\n\tfor element in alist : \n\t\tans ^= element\n\treturn ans'"
Write a Python Program to Check if a Date is Valid and Print the Incremented Date if it is,"'\ndate=""20/04/2021""\ndd,mm,yy=date.split(\'/\')\ndd=int(dd)\nmm=int(mm)\nyy=int(yy)\nif(mm==1 or mm==3 or mm==5 or mm==7 or mm==8 or mm==10 or mm==12) : \n\tmax1=31\nelif(mm==4 or mm==6 or mm==9 or mm==11) : \n\tmax1=30\nelif(yy%4==0 and yy%100!=0 or yy%400==0) : \n\tmax1=29\nelse : \n\tmax1=28\nif(mm<1 or mm>12) : \n\tprint(""Date is invalid."")\nelif(dd<1 or dd>max1) : \n\tprint(""Date is invalid."")\nelif(dd==max1 and mm!=12) : \n\tdd=1\n\tmm=mm+1\n\tprint(""The incremented date is :  "",dd,mm,yy)\nelif(dd==31 and mm==12) : \n\tdd=1\n\tmm=1\n\tyy=yy+1\n\tprint(""The incremented date is :  "",dd,mm,yy)\nelse : \n\tdd=dd+1\n\tprint(""The incremented date is :  "",dd,mm,yy)'"
Write a Python function to Check Whether a Given Year is a Leap Year,'\ndef leapyear_check(year) : \n\tif(year%4==0 and year%100!=0 or year%400==0) : \n\t\treturn True\n\telse : \n\t\treturn False'
Write a Python Program to print Prime Factors of an Integer,"'\nn=24\nprint(""Factors are : "")\ni=1\nwhile(i<=n) : \n\tk=0\n\tif(n%i==0) : \n\t\tj=1\n\t\twhile(j<=i) : \n\t\t\tif(i%j==0) : \n\t\t\t\tk=k+1\n\t\t\tj=j+1\n\t\tif(k==2) : \n\t\t\tprint(i)\n\ti=i+1'"
Write a Python Program to print all the Divisors of an Integer,"'\nn=60\nprint(""The divisors of the number are : "")\nfor i in range(1,n+1) : \n\tif(n%i==0) : \n\t\tprint(i)'"
Write a Python Program to Check if a Number is an Armstrong Number,"'\ndef amstrong_check(n) : \n\ta=list(map(int,str(n)))\n\tb=list(map(lambda x : x**3,a))\n\tif(sum(b)==n) : \n\t\treturn True\n\telse : \n\t\treturn False'"
Write a Python Program to Print the Pascal’s triangle for n number of rows given by the user,"'\nn=10\na=[]\nfor i in range(n) : \n\ta.append([])\n\ta[i].append(1)\n\tfor j in range(1,i) : \n\t\ta[i].append(a[i-1][j-1]+a[i-1][j])\n\tif(n!=0) : \n\t\ta[i].append(1)\nfor i in range(n) : \n\tprint(""   ""*(n-i),end="" "",sep="" "")\n\tfor j in range(0,i+1) : \n\t\tprint(\'{0 : 6}\'.format(a[i][j]),end="" "",sep="" "")\n\tprint()'"
Write a Python Program to Check if a Number is a Perfect Number,"'\ndef perfect_no_check(n) : \n\tsum1 = 0\n\tfor i in range(1, n) : \n\t\tif(n % i == 0) : \n\t\t\tsum1 = sum1 + i\n\tif (sum1 == n) : \n\t\treturn True\n\telse : \n\t\treturn False'"
Write a Python Program to Check if a Number is a Strong Number,'\ndef strong_no_check(num) : \n\tsum1=0\n\ttemp=num\n\twhile(num) : \n\t\ti=1\n\t\tf=1\n\t\tr=num%10\n\t\twhile(i<=r) : \n\t\t\tf=f*i\n\t\t\ti=i+1\n\t\tsum1=sum1+f\n\t\tnum=num//10\n\tif(sum1==temp) : \n\t\treturn True\n\telse : \n\t\treturn False'
Write a Python Program to Check If Two Numbers are Amicable Numbers,"'\ndef amicable_no_check(x, y) : \n\tsum1=0\n\tsum2=0\n\tfor i in range(1,x) : \n\t\tif x%i==0 : \n\t\t\tsum1+=i\n\tfor j in range(1,y) : \n\t\tif y%j==0 : \n\t\t\tsum2+=j\n\tif(sum1==y and sum2==x) : \n\t\treturn True\n\telse : \n\t\treturn False'"
Write a Python Program to Check if a Number is a Prime Number,"'\ndef prime_no_check(a) : \n\tk=0\n\tfor i in range(2,a//2+1) : \n\t\tif(a%i==0) : \n\t\t\tk=k+1\n\tif(k<=0) : \n\t\treturn True\n\telse : \n\t\treturn False'"
Write a Python Program to print the Sum of First N Natural Numbers,"'\nn=7\nsum1 = 0\nwhile(n > 0) : \n\tsum1=sum1+n\n\tn=n-1\nprint(""The sum of first n natural numbers is"",sum1)'"
Write a Python Program to Print all Pythagorean Triplets in the Range,"'\nlimit=10\nc=0\nm=2\nwhile(c<limit) : \n\tfor n in range(1,m+1) : \n\t\ta=m*m-n*n\n\t\tb=2*m*n\n\t\tc=m*m+n*n\n\t\tif(c>limit) : \n\t\t\tbreak\n\t\tif(a==0 or b==0 or c==0) : \n\t\t\tbreak\n\t\tprint(a,b,c)\n\tm=m+1'"
Write a Python Program to print the Number of Times a Particular Number Occurs in a List,"'\na=[2, 3, 8, 9, 2, 4, 6]\nk=0\nnum=int(input(""Enter the number to be counted : ""))\nfor j in a : \n\tif(j==num) : \n\t\tk=k+1\nprint(""Number of times"",num,""appears is"",k)'"
Write a Python Program to test and print Collatz Conjecture for a Given Number,"""\ndef collatz(n) : \n\twhile n > 1 : \n\t\tprint(n, end=' ')\n\t\tif (n % 2) : \n\t\t\t# n is odd\n\t\t\tn = 3*n + 1\n\t\telse : \n\t\t\t# n is even\n\t\t\tn = n//2\n\tprint(1, end='')"""
Write a Python function to Count Set Bits in a Number,'\ndef count_set_bits(n) : \n\tcount = 0\n\twhile n : \n\t\tn &= n - 1\n\t\tcount += 1\n\treturn count'
Write a Python Program to Generate Gray Codes using Recursion,"'\ndef get_gray_codes(n) : \n\t""""""Return n-bit Gray code in a list.""""""\n\tif n == 0 : \n\t\treturn [\'\']\n\tfirst_half = get_gray_codes(n - 1)\n\tsecond_half = first_half.copy()\n\tfirst_half = [\'0\' + code for code in first_half]\n\tsecond_half = [\'1\' + code for code in reversed(second_half)]\n\treturn first_half + second_half'"
Write a Python Program to Convert Gray Code to Binary,"'\ndef gray_to_binary(n) : \n\t""""""Convert Gray codeword to binary and return it.""""""\n\tn = int(n, 2)\n\tmask = n\n\twhile mask != 0 : \n\t\tmask >>= 1\n\t\tn ^= mask\n\treturn bin(n)[2 : ]'"
Write a Python Program to Convert Binary to Gray Code,"'\ndef binary_to_gray(n) : \n\t""""""Convert Binary to Gray codeword and return it.""""""\n\tn = int(n, 2)\n\tn ^= (n >> 1)\n\treturn bin(n)[2 : ]'"
Write a Python Program to print the Reverse a Given Number,"'\nn=1023\nrev=0\nwhile(n>0) : \n\tdig=n%10\n\trev=rev*10+dig\n\tn=n//10\nprint(""Reverse of the number : "",rev)'"
Write a Python Program to Accept Three Digits and Print all Possible Combinations from the Digits,"'\na=2\nb=9\nc=5\nd=[]\nd.append(a)\nd.append(b)\nd.append(c)\nfor i in range(0,3) : \n\tfor j in range(0,3) : \n\t\tfor k in range(0,3) : \n\t\t\tif(i!=j&j!=k&k!=i) : \n\t\t\t\tprint(d[i],d[j],d[k])'"
Write a Python function to Print an Identity Matrix,"'\ndef print_identity_matrix(n) : \n\tfor i in range(0,n) : \n\t\tfor j in range(0,n) : \n\t\t\tif(i==j) : \n\t\t\t\tprint(""1"",sep="" "",end="" "")\n\t\t\telse : \n\t\t\t\tprint(""0"",sep="" "",end="" "")\n\t\tprint()'"
Write a Python Program Print Restaurant Menu using Class given menu and cost as list,"""\nclass Food(object) : \n\tdef __init__(self, name, price) : \n\t\tself.name = name\n\t\tself.price = price\n\tdef getprice(self) : \n\t\treturn self.price\n\tdef __str__(self) : \n\t\treturn self.name + '  :  ' + str(self.getprice())\ndef buildmenu(names, costs) : \n\tmenu = []\n\tfor i in range(len(names)) : \n\t\tmenu.append(Food(names[i], costs[i]))\n\treturn menu\nnames = ['Coffee', 'Tea', 'Pizza', 'Burger', 'Fries', 'Apple', 'Donut', 'Cake']\ncosts = [250, 150, 180, 70, 65, 55, 120, 350]\nFoods = buildmenu(names, costs)\nn = 1\nfor el in Foods : \n\tprint(n,'. ', el)\n\tn = n + 1"""
Write a Python Program to print a list of fibonacci series for a given no using closer,"""\ndef fib() : \n\tcache = {1 : 1, 2 : 1}\n\tdef calc_fib(n) : \n\t\tif n not in cache : \n\t\t\tprint(f'Calculating fib({n})')\n\t\t\tcache[n] = calc_fib(n - 1) + calc_fib(n - 2)\n\t\treturn cache[n]\n\treturn calc_fib"""
Write a Python Program to print a list of fibonacci series for a given no using class,"""\nclass Fib : \n\tdef __init__(self) : \n\t\tself.cache = {1 : 1, 2 : 1}\n\tdef fib(self, n) : \n\t\tif n not in self.cache : \n\t\t\tprint(f'Calculating fib({n})')\n\t\t\tself.cache[n] = self.fib(n-1) + self.fib(n-2)\n\t\treturn self.cache[n]"""
Write a Python function to calculate factorial of a given no using closer,"""\ndef fact() : \n\tcache = {0 : 1, 1 : 1}\n\tdef calc_fib(n) : \n\t\tif n not in cache : \n\t\t\tprint(f'Calculating fact({n})')\n\t\t\tcache[n] = calc_fib(n - 1) * n\n\t\treturn cache[n]\n\treturn calc_fib"""
Write a Python function to calculate factorial of a given no using class,"'\nclass Fact : \n\tdef __init__(self) : \n\t\tself.cache = {0 : 1, 1 : 1}\n\tdef fact(self, n) : \n\t\tif n not in self.cache : \n\t\t\tself.cache[n] = self.fact(n-1) * n\n\t\treturn self.cache[n]'"
Write a Python function to calculate dot product of two given sequence,"'\ndef dot_product(a, b) : \n\treturn sum( e[0]*e[1] for e in zip(a, b))'"
Write a Python function to Find the Sum of Sine Series,"'\nimport math\ndef sin(x,n) : \n\tsine = 0\n\tfor i in range(n) : \n\t\tsign = (-1)**i\n\t\tpi=22/7\n\t\ty=x*(pi/180)\n\t\tsine = sine + ((y**(2.0*i+1))/math.factorial(2*i+1))*sign\n\treturn sine'"
Write a Python function to Find the Sum of Cosine Series,"'\ndef cosine(x,n) : \n\tcosx = 1\n\tsign = -1\n\tfor i in range(2, n, 2) : \n\t\tpi=22/7\n\t\ty=x*(pi/180)\n\t\tcosx = cosx + (sign*(y**i))/math.factorial(i)\n\t\tsign = -sign\n\treturn cosx'"
Write a Python function to strip vowels from a string,"'\ndef vowel_stripping(string) : \n\t\'\'\'This function takes a string as an input strips out vowels and returns stripted out string\'\'\'\n\treturn """".join([x for x in string if x not in(\'a\',\'e\',\'i\',\'o\',\'u\')])'"
Write a Python function that shifts the character of strings,"'\ndef char_shift(string, shift_count) : \n\t\'\'\'This function takes a string as an input and shifts each character by 5 and returns shifted string\'\'\'\n\treturn """".join([chr(ord(x)+shift_count) if (ord(x)+shift_count) <= 122 else chr(96 + (ord(x)+shift_count) - 122) for x in string])'"
Write a Python function that returns biggest character in a string,"""\nfrom functools import reduce\ndef biggest_char(string) : \n\t'''This function takes an input as a string and returns the biggest output character in the string'''\n\tbiggest_chr = lambda x, y :  x if ord(x) > ord(y) else y\n\treturn reduce(biggest_chr, string)"""
Write a Python function that calculate interior angle of a equilateral polygon,'\ndef interior_angle(no_of_sides) : \n\treturn (no_of_sides - 2) * 180 / no_of_sides'
Write a Python function that calculate side length of a equilateral polygon,"'\nimport math\ndef side_length(no_of_sides, circumradius) : \n\treturn 2 * circumradius * math.sin(math.pi / no_of_sides)'"
Write a Python function that calculate area of a equilateral polygon,"'\nimport math\ndef area(no_of_sides, circumradius) : \n\tside_length = 2 * circumradius * math.sin(math.pi / no_of_sides)\n\tapothem = circumradius * math.cos(math.pi / no_of_sides)\n\treturn no_of_sides / 2 * side_length * apothem'"
write a python function to print every alternate number in the user provided list,'\ndef print_alternate_numbers(list1) : \n\tprint(list1[ :  : 2])'
write a python function  to convert a list of string list to a string list,"""\ndef convert_to_string_list(list_of_string_list) : \n\tres = [''.join(str(b) for b in eval(a)) for a in list_of_string_list] \n\treturn res"""
write a python program to clear a list,"'\ngiven_list - = [6, 0, 4, 1] \ngiven_list.clear()'"
write a python program to sort and print a list,"""\ngiven_list - = [6, 0, 4, 1] \nsorted_list = sorted(given_list)\nprint(f'sorted list is {sorted_list}')"""
write a python program to add every alternate elements in a list of even elements and print the final list,"""\n\tgiven_list\t=\t[8,\t6,\t0,\t4,\t1,\t6,\t7,\t8,\t9,\t10,\t4,\t5]\t\nif len(given_list) % 2 == 0 : \n\tres_list = []\n\tfor i in range(len(given_list)-2) : \n\t\tres_list.append(given_list[i] + given_list[i + 2])\n\tprint(f'Resultant list is {res_list}')"""
write a Python program to print all the prime numbers within an interval,"'\nlower = 900\nupper = 1000\nprint(""Prime numbers between"", lower, ""and"", upper, ""are : "")\nfor num in range(lower, upper + 1) : \n\tif num > 1 : \n\t\tfor i in range(2, num) : \n\t\t\tif (num % i) == 0 : \n\t\t\t\tbreak\n\t\telse : \n\t\t\tprint(num)'"
Write a Python Program to print the Factorial of a Number,"'\nnum = 7\nfactorial = 1\nif num < 0 : \n\tprint(""Sorry, factorial does not exist for negative numbers"")\nelif num == 0 : \n\tprint(""The factorial of 0 is 1"")\nelse : \n\tfor i in range(1,num + 1) : \n\t\tfactorial = factorial*i\n\tprint(""The factorial of"",num,""is"",factorial)'"
Write a Python Program to Check and print if a given year is a Leap Year,"'\nyear = 2000\nif (year % 4) == 0 : \n\tif (year % 100) == 0 : \n\t\tif (year % 400) == 0 : \n\t\t\tprint(f""{year} is a leap year"")\n\t\telse : \n\t\t\tprint(f""{year} is not a leap year"")\n\telse : \n\t\tprint(f""{year} is a leap year"")\nelse : \n\tprint(f""{year} is not a leap year"")'"
Write Python Program to print if a Number is Odd or Even,"'\nnum = 102\nif (num % 2) == 0 : \n\tprint(f""{num} is Even"")\nelse : \n\tprint(f""{num} is Odd"")'"
Write a python function to Compute LCM of two input number,"'\ndef compute_lcm(x, y) : \n\tif x > y : \n\t\tgreater = x\n\telse : \n\t\tgreater = y\n\twhile(True) : \n\t\tif((greater % x == 0) and (greater % y == 0)) : \n\t\t\tlcm = greater\n\t\t\tbreak\n\t\tgreater += 1\n\treturn lcm'"
